?s	?p	?o
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9Ib2xtZXM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS93YW50VG9TYXk-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0FiYmV5R3JhbmdlL3RydXRoPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Holmes>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvYXNrPiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9Ib2xtZXM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS92aXNpdD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L0Jyb29rX1N0cmVldF9ob3VzZT4-Pj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#why>	<http://kgc.knowledge-graph.jp/data/ResidentPatient/calm_Blessington>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9QZXJjeV9UcmV2ZWx5YW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9jb21lVG9Db25zdWx0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvaW5jaWRlbnQ-Pj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9IZWxwZXJfYm95PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvaW52aXRlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvcGF0aWVudD4-Pj4->
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Holmes>	<http://kgc.knowledge-graph.jp/data/predicate/remove>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/glasses>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvSGVscGVyX2JveT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL25vdEV4aXN0PiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvSG9sbWVzPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9FbGRlcmx5X21hbj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3dhbGs-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9sZWFkPj4-Pj4=>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0JlcmtlbGV5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZmFpbnQ-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/CrookedMan/Holmes>
<http://kgc.knowledge-graph.jp/data/SilverBlaze/Fitzroy_Simpson>	<http://kgc.knowledge-graph.jp/data/predicate/drop>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/tie>
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Holmes>	<http://kgc.knowledge-graph.jp/data/predicate/try>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Sincerity_of_Jack_Crocker>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L0hvbG1lcz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2ZpbmQ-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0Rldmlsc0Zvb3QvTmV3X3N0aW11bHVzPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/Watson>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L1N0YW5kYWxlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbm90SGF2ZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvRGV2aWxzRm9vdC9HZXRfYWxvbmc-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL05hbmN5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbm90QXJndWU-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL011cnBoeT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3RlbGw-IDw8PGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQ3Jvb2tlZE1hbi9CZXJrZWxleT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2xvdmU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0Nyb29rZWRNYW4vTmFuY3k-Pj4-Pg==>
<http://kgc.knowledge-graph.jp/data/DancingMen/Abe_Slaney>	<http://kgc.knowledge-graph.jp/data/predicate/think>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EYW5jaW5nTWVuL0Vsc2llPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvd3JpdGU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0RhbmNpbmdNZW4vRGFuY2luZ19kb2xsc19KPj4->
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L1N0YW5kYWxlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvY2Fubm90RGl2b3JjZT4gPGh0dHA6Ly93d3cudzMub3JnLzIwMDIvMDcvb3dsI05vdGhpbmc-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/Standale_s_remarks>
<http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Roylott>	<http://kgc.knowledge-graph.jp/data/SpeckledBand/simple>	<http://www.w3.org/2002/07/owl#Nothing>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EYW5jaW5nTWVuL1F1Yml0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2VuZD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvRGFuY2luZ01lbi9MZXR0ZXJfWD4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/France_office_of_company_of_Bordeaux>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Bordeaux>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/cuffs_of_Sutherland>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Sutherland>
<http://kgc.knowledge-graph.jp/data/CrookedMan/beast>	<http://kgc.knowledge-graph.jp/data/predicate/canClimb>	<http://kgc.knowledge-graph.jp/data/CrookedMan/curtain>
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/everyone>	<http://kgc.knowledge-graph.jp/data/predicate/notInterfere>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Jack_Crocker>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Holmes>	<http://kgc.knowledge-graph.jp/data/predicate/say>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvV2luZHliYW5rPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvY2Fubm90RXNjYXBlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvSG9sbWVzPj4->
<http://kgc.knowledge-graph.jp/data/CrookedMan/man>	<http://kgc.knowledge-graph.jp/data/predicate/kill>	<http://kgc.knowledge-graph.jp/data/CrookedMan/Berkeley>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9TdGFubGV5X0hvcGtpbnM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9kZXJhaWw-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9TaWx2ZXJfQmxhemU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9nbz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvU2lsdmVyQmxhemUvTWFwbGV0b24-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#why>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9Ib3JzZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2Zsb2NraW5nPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>
<http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen>	<http://kgc.knowledge-graph.jp/data/predicate/live>	<http://kgc.knowledge-graph.jp/data/SpeckledBand/first_floor_of_one_building_of_mansion_of_Roylott>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Sutherland>	<http://kgc.knowledge-graph.jp/data/predicate/wearing>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/straw_hat_of_Blackboard_color>
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Two_of_glass>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/glass>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9HeXBzeT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2xlYXZlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9jYW1wPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0hlbnJ5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbm90V2FudFRvUmV2ZW5nZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQ3Jvb2tlZE1hbi9CZXJrZWxleT4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0hlbnJ5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvdGVsbD4gPDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL05hbmN5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvYmVEZWNpZGVkPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL21hcnJpYWdlPj4-Pj4=>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvc25ha2U-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9yZXR1cm4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1NwZWNrbGVkQmFuZC9Sb3lsb3R0Pj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvc25ha2U-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9iaXRlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvUm95bG90dD4-Pg==>
<http://kgc.knowledge-graph.jp/data/predicate/notBeStolen>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not>	<http://kgc.knowledge-graph.jp/data/predicate/bestolen>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L01vcnRpbWVyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZ28-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0Rldmlsc0Zvb3QvSG91c2Vfb2ZfVHJpZ2VuaXM-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/Mortimer_s_statement>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvdHJvdWJsZV9vZl9Xb21lbj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2NhblNvbHZlPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Holmes>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvU3V0aGVybGFuZD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3RoaW5rPiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0FDYXNlT2ZJZGVudGl0eS9Ib2xtZXM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9rbm93PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvU3V0aGVybGFuZD4-Pj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/ResidentPatient/Blessington>	<http://kgc.knowledge-graph.jp/data/predicate/sleep>	<http://kgc.knowledge-graph.jp/data/ResidentPatient/bed>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2hydWc-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9zaG91bGRlcj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvQmxlc3Npbmd0b24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9zYXk-IDw8PGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L0JsZXNzaW5ndG9uPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvb2J0YWluPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvSG91c2U-Pj4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2JsYWNrX2Jlc3Q-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0FDYXNlT2ZJZGVudGl0eS9jbG90aGVzX29mX0hvem1hPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/missing>
<http://kgc.knowledge-graph.jp/data/ResidentPatient/The_identity_of_the_intruder>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/ResidentPatient/the_intruder>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EYW5jaW5nTWVuL1RyYWNlc19vZl9idWxsZXRzPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXhpc3Q-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#under>	<http://kgc.knowledge-graph.jp/data/DancingMen/frame_of_window_of_study_room>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvQmxlc3Npbmd0b24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9hdm9pZD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L1NvY2lhbF9kaXNwb3NpdGlvbj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#at_the_same_time>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvQmxlc3Npbmd0b24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9IYXJkbHk-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9nb091dD4-Pg==>
<http://kgc.knowledge-graph.jp/data/DancingMen/three_sides_of_study_room>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofPart>	<http://kgc.knowledge-graph.jp/data/DancingMen/three_sides>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L2Fpcj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3dvcnNlPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#if>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L3dpbmRvdz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2Nsb3NlPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9TaXJfRXVzdGFjZV9CcmFja2Vuc3RhbGw-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9oYXZlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9TZXZlcmVfaW5qdXJ5Pj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#where>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Head>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9QZXJjeV9UcmV2ZWx5YW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9jb21lVG9Db25zdWx0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvaW5jaWRlbnQ-Pj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9QZXJjeV9UcmV2ZWx5YW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9leHBlY3Q-IDw8PGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L1BlcmN5X1RyZXZlbHlhbj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL29wZW4-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4-Pj4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L1N0YW5kYWxlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvcmVjZWl2ZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvRGV2aWxzRm9vdC9zaG9jaz4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement>
